sentence,trigger,event_type,tag
新华社香港１１月３０日电　台北消息：最近一份对台湾新竹科学园的调查显示，园内的科研生产单位中，有９成的科技人才表示：不排除“外移”去祖国大陆,外移,32,786
大“蛇头”翁金顺被判无期徒刑,判,22,574
印度洋10天前发生数十年来仅见的地震及海啸后，中国立即宣布将为受灾国提供260万美元的援助,提供,4,2115
最后，施罗德毅然决定访问照常进行,访问,32,60
他在同以色列总理巴拉克私下会谈时，对以色列在冲突中的所作所为表示“不安”,会谈,21,100
台东警方抓到了两名拿猎枪猎捕保育动物的嫌犯,抓到,27,1325
这么笨的歹徒也难怪不到10分钟就被警察在附近的草丛里给逮捕,逮捕,27,1499
“在充分考虑了双方的证词和意见以后，我们深信，如果将赖昌星和江明娜释放，不大可能将他们从加拿大遣返回国,释放,14,284
80年代末，两岸关系开始解冻的时候，地理距离和心理距离都最近的厦门，自然成为台湾同胞登陆的第一站,登陆,32,1826
哈马德说，“必须向世界重申我们的坚定立场：如果以色列不从所占领的巴勒斯坦、戈兰高地和黎巴嫩领土上撤出，不遵守国际法则，不执行联合国所有有关决议，中东争端就不能解决,撤出,32,784
1950年10月19号，以彭德怀为司令员的中国人民自愿军跨过鸭绿江，开赴朝鲜战场,跨过,32,1407
桃源警方昨天深夜在台北县逮捕到了一名强暴犯而且救出了被歹徒控制的少女，这名嫌犯因为性侵害案件假释出狱却又犯下了重罪，家属是十分愤怒在警局里头对嫌犯拳打脚踢,逮捕,27,1816
事发当天，我还亲自到樟宜机场去送机，没想到她最后留给我的竟然是一个吻别……”　他透露，两人是从同事发展成情侣的,到,32,967
对于唐飞请辞民进党今天内部是动作不断，不过到了下午随着内阁阁员拟定而趋于正常，现任民进党主席谢长庭呼吁党内要团结，支持新阁魁张俊雄,辞,31,1249
李少光更说马英九是董建华及香港的朋友，又称马英九过往亦曾来港，当局欢迎马英九稍后访港,来,32,2178
事发后有18名乘客及时逃脱存活，以至有155人不幸罹难,罹难,1,1679
华尔街其他大公司，如雷曼兄弟(LehmanBrothersHoldingsInc.)和瑞士信贷第一波士顿(CreditSuisseFirstBostonCorp.)等，也表达了想在中国建立合资企业的意愿,建立,6,2243
作为一名老钳工，每天维修船闸，为过往船放行,过往,32,203
但在“甲午海战”中大多数北洋舰只被击沉了,击,0,197
根据国营的坦加格通讯社报导，米洛舍维奇的命运显然是掌握在南斯拉夫军事领导阶层的手里，这些在他执政期间支持他的主要势力，6号早上在贝尔格勒集会,集会,21,1670
在这100多个研发机构中，有30多个已形成相当规模，分别设立在北京、上海、广州和苏州等地,设 立,6,1191
当时百人会邀请中国驻美国大使及台湾驻美国代表一同参加，但北京方面认为，与台湾官员在同一个场合公开会谈，等于承认台湾是一个主权独立的国家，结果内地取消参加这次会议,会谈,21,2185
虽然早上阴雨绵绵，不过今天早上中研院第三次开放给民众参观照样吸引了络绎不绝的人潮，但是一想到核试停建、两岸问题，身为主人的李永哲还是无法给这些民众一个热情的回应,吸引,32,1624
婴儿潮中出生的人正处于低消费和高储蓄的时期，使资本市场得以支撑,出生,11,564
施罗德此次访问虽然行色匆匆，但由于是巴以爆发严重冲突一个多月以来欧盟国家领导人首次访问中东地区，因此格外引人注目,访问,32,56
没事的时候金莲就到厨房帮帮忙，摘摘洗洗，再没事的时候，金莲喜欢看车，看张老板家里的大大小小各种款式的汽车,到,32,441
美国国会议员威尔登(CurtWeldon)本月访北韩后说，其第二号领导人曾告诉美国代表团，北韩拥有核武,访,32,2008
另据报道，约旦政府２１日晚在安曼召开的内阁会议上决定再次推迟向以色列派驻新任大使，直至以色列停止对巴勒斯坦的侵略行径,侵略,0,906
法新社说：星期五事件中，至少1人被打死，6人受伤,打,0,417
特别是最近一段时间，跨国公司投资研发机构又进入了一个新的高峰期，如Inter成立了中国研究中心，全球最大通讯设备制造商朗讯科技的研发机构贝尔实验室也在北京建立了基础科学研究院，并将在中国开展网络、通信、软件、光通信、计算机科学领域的研究工作,成立,6,1193
那天打电话告诉我，买车了,买,2,2108
最高法院将于美国东部时间１２月１日上午１０时开始就此举行一个半小时的听证会,听证会,29,134
目前法庭尚未对他做出宣判，不过36岁的格拉纳最多可能被判处长达17年半的有期徒刑,宣判,22,445
由于他自1967年以来，已犯下了累累罪行，法庭昨天因此判他7年预防性监禁,判,22,643
北韩代表团成员则是向记者表示，会谈的气氛严肃，但是十分具有建设性,会谈,21,386
消防人员从一、二、三楼救出20几位受困民众，而隔壁的便民医院在这个时候发挥了作用，急诊室挤满民众，索性大家都只有轻微的吸入性烫伤,救出,32,1773
主持人说，那段播放的电话录音已经作了处理，也就是说一些不大好公布的东西被隐去了,电话,15,1997
在过去的20多天里，以巴冲突已经造成100多人死亡，数千人受伤，死伤者绝大多数为巴勒斯坦平民,冲 突,0,1162
中国南方航空公司开通了广州—墨尔本—悉尼新航线的新班航，12月7号上午抵达西尼国际机场,抵达,32,1811
从１９９７年起，兰州市多家室内游泳馆或靠银行贷款或自筹资金或通过吸引外资争相上马，仅在１９９８年，每３个月就有一家新的室内泳馆开业，目前全市已有９家大型的室内游泳馆，一天可接待泳客约１０万人次,贷款,4,552
在简短的欢迎仪式后，奥运健儿被接到风景宜人的胜利公园下榻,接到,32,814
她被判破产的消息，引起本地娱乐圈艺人震惊,破产,19,325
台北市长马英九被香港特区政府拒发签证来港的可能原因：1,来,32,2181
新华社安曼１０月２日电（记者鲁绍明）约旦国王阿卜杜拉和来访的巴勒斯坦民族权力机构主席阿拉法特２日在安曼会晤时表示，支持尽快召开一次阿拉伯紧急首脑会议，讨论约旦河西岸和加沙地带最近不断恶化的局势,会晤,21,1015
形势在变，别说企业、资金想往大陆走，就连人才也在两岸间络绎于途,络绎,32,789
（利马法新电）秘鲁总统藤森前天在参谋长联席会议后宣布撤换陆、海、空三军司令,撤换,31,533
”　吴源才的大哥吴春云（54岁）陪同他前往台北认尸,前往,32,970
"后来去了另外一个地方工作，又巧了，附近的一个小镇子自封为""CHICKENCAPITALOFTHEWORLD""，世界做鸡的首都",去,32,2033
这项上诉要求对一联邦巡回法院就佛州总统选票统计问题做出的判决进行复审，该法院拒绝了布什阵营关于制止佛州棕榈滩等３县进行人工重新计票的要求,上 诉,25,136
警方说，具有药物前科和心理、家庭问题纪录的阿瓦雷兹在把车子停在铁轨上前，就先割腕与刺伤自己，但却在最后一刻跳出车外，目睹火车对撞,刺伤,24,2059
中国司法部对这一符合中国民情的作法表示肯定，并准备在2年内采取得力措施，在中国的5万个农村、乡镇全面建设司法调解中心,建设,6,1662
消息人士说，该地块的动拆迁方案一直在筹划，动拆迁工作将交由一家专门的拆迁公司接手，原址居民将被迁入川沙集镇,迁入,32,1976
据介绍，重庆啤酒集团这次投巨资１．５亿元并购重组梁平双桂啤酒集团，是重庆市对啤酒工业进行战略大重组的关键一步,并购,16,260
新华社圣地亚哥１２月２日电（记者侯耀其）智利前军政府领导人皮诺切特的辩护律师团２日在这里向圣地亚哥上诉法院正式提起上诉，要求推翻古斯曼法官１日签发的关于审判皮诺切特的决定,上 诉,25,628
会后发表的一项声明要求立即启动国际调查委员会的工作，对巴以冲突进行全面调查,冲突,0,907
飞船未燃尽的部分将落入南美与澳大利亚之间的太平洋预定水域,落入,32,974
１９８４年和１９９４年，宝洁公司分别许可其在中国投资组建的广州宝洁公司和天津宝洁公司在香皂、沐浴露等日用清洁系列产品上使用其注册的商标,组建,6,23
自由中国运动和中国民主党的成员上个星期曾经会晤了张宏宝，他们表示将向美国领袖进行游说，促使张宏宝早日获得释放,释放,14,1476
总部设在香港的中国人权名誉信息中心在今天透露在12月10号中共向媒体披露张宏宝在美国属地关岛的关岛监狱所受到的不人道的待遇之后，关岛监狱今天突然将他送往条件更恶劣的重刑犯监狱,送往,32,1274
俄罗斯总统普京6号早上也已经派遣外交部长伊万诺夫前往当地，希望协助化解这次南斯拉夫的政治危机,前往,32,1671
两女站在门前欲将男子拉住，但男子却分别把她们咬伤及推跌，逃之夭夭,咬,0,2233
（温哥华路透电）被指控为在中共执政以来最大走私丑闻的重要人物赖昌星，于星期五被判继续关押在加拿大监狱中，此前，他因为非法移民罪被关在狱中,判,22,310
我的一对高学历的夫妇朋友，多年前来到新加坡后，很快就在政府的催促下，成了本地公民,来到,32,239
两国在这一水域问题上的矛盾目前不断加剧，两国军舰对此海域进行频繁巡视,巡视,32,1969
"西南贝尔公司(SBCCommunicationsInc.,SBC)正在就收购美国电话电报公司(AT&TCorp.,T)进行谈判",收购,2,2088
而去年以来的罢工事件，更使首钢深陷泥潭,罢工,10,452
新华社加沙１１月２２日电（记者马晓霖）５名巴勒斯坦人２２日上午在加沙南部的米拉格定居点附近被以军打死，另有８人受伤,受伤,24,816
束志梅被刺穿胸腹壁，伤及心脏、肝脏导致急性失血性休克死亡,刺穿,0,151
莫斯科索非常愤怒地指责哥国武装团体的暴行并下令警察署立刻加派警力前往边境加强保护,暴行,0,1594
参加这一庆祝活动的近百辆汽车于中午１２时集合后，参与者在台湾省籍抗日老前辈伍金地、许月里、潘陈火、严秀峰、李南峰等人率领下，前往台北市孙中山纪念堂抗战胜利碑前集会，悼祭抗日先烈,前往,32,791
