,sentence,trigger,event_type,tag
207,"there it goes,  you know, thous- it's like the Hatfields and the McCoys. They're fi- they don't even know why they're fighting anymore. They just they hate each other -- and they're always going to hate each other -- and it doesn't matter who started it,  but -- i- you know, somebody eh, th- somebody's in always intent on winning.  And it's and it's it's you know,  a war of attrition. Nobody wins. It's either, you know,  you may kill me, but I'm going to kill all of you before- y- you know what I mean",fighting,0,888
497,"they have many many worse crimes going on in California, parents killing their children and everything, that you would think -- would would, um -- you know, be",killing,1,788
939,"Yeah, they're everywhere. The uh ~CEO we had before we merged with Nations Bank -- he uh -- he about ran as into the ground with some hedge funds that he had gone into.",merged,16,702
1246,"House clearance Royal Marine style, troops from (UNINTELLIGIBLE) commando task to seek out the last pockets of Iraqi resistance in Umm Qasr go in hard to arrest suspected regime sympathizers and search for weapons. It's not pretty and there's no please and thank you but for the Marines, every door potentially hides a gunman and when your life is on the line, manners go out the window. The Iraqis arrested looked bemused (ph) and plead innocence but with many militia here, pretending to surrender only to open fire on their captors later, first impressions can be deceptive and lethal. This patrol did find hidden weapons. They're not the first and they're unlikely to be the last. The Marines believe they have a firm hold on Umm Qasr right now but they can't afford to slack in their grip and allow those who are hostile to the coalition forces to regroup and begin again their cycle of violence. The Marines with their snipers have now snipers have now spread their area of operations north to include the town of Umm Kiou (ph). As in Umm Qasr before it, they're here to clear out the opponents to regime change. A man in this vehicle took a pot shot at the commandos. It was a painful and bloody mistake.",arrest,27,133
895,"U.S. Defense Secretary Donald H. Rumsfeld discussed the resolution with Prime Minister Tony Blair and Defense Secretary Geoff Hoon on Friday as Rumsfeld returned from a tour of Iraq, Afghanistan and the Persian Gulf region. Rumsfeld said afterward he hoped the U.N. would play a role but did not publicly discuss the draft resolution outlining that role.",discussed,15,1367
1188,"Another potential Democratic presidential candidate pondered whether to run, and he made his announcement, and surprise, surprise, the answer was no. Senator Christopher Dodd of Connecticut made the announcement today that he would not be the 10th candidate for the nomination. Why not",nomination,23,5
590,"The recent rumors about WalMart's plans to buy out a shipping company have given rise to the fear that the company may go the conglomerate route. They have many of the symptoms of a late-stage conglomerate: A gigantic main business with slowing growth, fear that competition will substantially reduce the profitability of their main business, a shareholder base that includes many people who own only WalMart stock (thus providing another incentive for intracompany diversification), and enough resources to pull it off on a grand scale.",buy out,2,1984
1030,"But you know what, it's like I think they didn't want to find him guilty because remember when ~OJ was not found guilty",not found,18,757
375,"On Sunday, Sharon's Cabinet conditionally approved the ``road map,'' a three-phase plan that begins with a halt to violence and envisages a Palestinian state in the West Bank and Gaza Strip in 2005.",violence,0,1432
698,Interesting article at the Accuracy In Media website yesterday. It seems a supposed straight shooting reporter with NBC was taking money to fund a book that is so pro-united nations that its almost sickening to read. (hat tip Clear and Present ),taking money,4,1920
